20.1,0.29,1.4,2.8
18.5,0.35,2.7,3
17.3,0.33,0.8,3.7
15.6,0.31,-1.4,4.6
14,0.43,1.5,4.9
13,0.44,1,5.7
12,0.45,0.4,6.2
11.8,0.49,1.4,6.3
11.4,0.56,2.9,6.4
11.4,0.56,2.9,5.6
11.1,0.63,4.3,5.9
10.8,0.61,3.5,5.3
10.7,0.62,3.7,5.4
10.5,0.62,3.5,5.1
10.3,0.67,4.4,5.8
10.3,0.68,4.6,5.7
11.1,0.65,4.7,6.1
12.1,0.6,4.5,5.5
13.1,0.49,2.6,5.6
13.6,0.47,2.4,5.2
13.9,0.48,3,5.3
13.9,0.54,4.7,4.8
12.8,0.71,7.6,4.8
11.1,0.81,7.9,4.6
11.4,0.83,8.6,3.3
11.6,0.82,8.6,3.3
11.5,0.76,7.4,3.1
11.2,0.8,7.8,3.1
10,0.85,7.5,3.7
9.5,0.89,7.7,4.5
9.2,0.92,7.9,4.7
8.8,0.93,7.7,4.8
8.3,0.94,7.3,5
7.8,0.94,6.8,5.2
7.3,0.95,6.5,4.8
6.5,0.96,5.9,4.3
6.1,0.97,5.6,4.4
5.8,0.96,5.2,4.3
6.1,0.97,5.6,4.2
7,0.97,6.5,4.4
7.6,0.97,7.1,4.4
9.6,0.9,8,4.6
12.5,0.75,8.1,4.6
15.3,0.61,7.8,3.8
16.5,0.49,5.7,3.2
18,0.46,6.1,2.4
19.1,0.41,5.5,2
19.5,0.38,4.7,1.4
19.6,0.38,4.8,0.9
19.3,0.33,2.6,0.9
18.2,0.37,3.2,1.5
16.5,0.39,2.4,1.7
14.9,0.43,2.4,2.7
13.8,0.49,3.2,3.3
12.7,0.59,4.8,3.5
12.6,0.65,6.1,4
11.8,0.69,6.2,4.4
11.5,0.73,6.8,4.2
10.5,0.78,6.8,3.7
10.2,0.81,7,3.4
9.8,0.83,7,3.4
9.3,0.85,6.9,3.3
8.6,0.87,6.5,3.9
9.1,0.87,7,4.8
11.3,0.79,7.7,5.2
14,0.66,7.7,5.4
15.8,0.55,6.7,5.3
17.5,0.48,6.3,5.2
18.1,0.44,5.6,4.9
19.6,0.32,2.4,4.3
19.4,0.37,4.3,4.2
20.1,0.31,2.4,3.9
21,0.27,1.2,3.6
20.7,0.29,2,3.7
19.7,0.37,4.5,4
17.9,0.4,4,4.6
16,0.37,1.2,5.5
14.4,0.4,0.9,6.5
13.4,0.43,1,7.2
12.2,0.53,2.8,7.5
11.3,0.68,5.5,7.9
9.9,0.65,3.6,8
9.1,0.68,3.4,7.9
8.4,0.75,4.2,8.2
7.8,0.8,4.5,8.3
7.2,0.81,4.1,8.7
6.7,0.85,4.3,9.2
7.2,0.83,4.4,10
10.1,0.78,6.4,10.4
13.5,0.63,6.5,10.5
16.1,0.54,6.7,10.4
18.7,0.37,3.6,9.9
20.7,0.29,2,9.6
22,0.27,2.1,9.1
22.4,0.29,3.4,8.7
22.6,0.26,2.1,8.2
22.8,0.26,2.2,7.8
21.8,0.29,2.9,7.6
20.2,0.32,2.9,7.8
18.2,0.33,1.6,8.3
16.5,0.27,-2.5,9.2
15.3,0.37,0.6,10.3
14.1,0.39,0.3,11.1
13.5,0.39,-0.2,11.3
12.2,0.45,0.5,11.4
10.9,0.54,1.9,11.6
9.6,0.59,1.9,11.5
8.7,0.62,1.8,11.6
7.7,0.69,2.3,11.8
6.8,0.73,2.2,11.8
6.3,0.77,2.5,12.2
7.3,0.74,2.9,12.6
10.2,0.65,3.9,12.9
14.6,0.52,4.8,12.8
17.7,0.35,2,12.6
19.4,0.31,1.8,11.8
20.8,0.28,1.6,11.2
21.9,0.28,2.5,10.7
22.7,0.26,2.1,9.8
23.3,0.24,1.5,9.1
22.8,0.27,2.8,8.3
21.2,0.29,2.4,8.6
19.7,0.34,3.3,8.6
17.9,0.37,2.9,9.5
16.8,0.37,2,10.2
16,0.41,2.7,10.8
14.8,0.43,2.3,10.7
13,0.56,4.4,10.4
11.9,0.61,4.6,10.4
11.2,0.66,5,10.7
10.8,0.68,5.1,10.6
11,0.69,5.5,10.5
10.5,0.72,5.6,10.5
10.2,0.76,6.1,10.3
10.2,0.76,6.1,10.3
10.6,0.76,6.5,10.6
12.3,0.72,7.3,11
15.3,0.65,8.7,11.6
19.4,0.57,10.6,11.4
20.8,0.48,9.3,11.5
22,0.46,9.8,11.2
22.4,0.44,9.5,10.6
22.5,0.45,9.9,10.6
22.4,0.47,10.5,10.1
21.5,0.49,10.3,9.8
21,0.5,10.1,9.6
20.3,0.54,10.6,9.8
19.4,0.6,11.4,9.9
18.8,0.65,12,10.5
18.1,0.68,12,10.9
17.6,0.7,12,10.7
17.1,0.61,9.5,10.9
16.6,0.72,11.5,11
15.5,0.76,11.2,11.3
14.1,0.89,12.3,10.5
13.7,0.91,12.2,10.2
13.1,0.91,11.6,10
12.5,0.82,9.5,9.5
12.5,0.81,9.3,9
12.8,0.85,10.3,9.3
13.7,0.84,11,9.5
15.2,0.66,8.8,9.6
17.1,0.57,8.5,9.5
18.2,0.39,4,8.8
19.8,0.3,1.7,7.8
20.4,0.27,0.7,6.7
21,0.21,-2.1,6.3
21.3,0.19,-3.2,5.3
20.9,0.16,-5.8,5
20.1,0.18,-4.9,4.9
18.3,0.23,-3.2,5.4
16.2,0.27,-2.8,5.7
14.6,0.27,-4.2,6.6
13.5,0.25,-6.1,7.2
12.5,0.27,-6,7.7
11.3,0.32,-4.8,7.6
10.1,0.39,-3.2,7.5
9.4,0.44,-2.2,7.5
8.9,0.5,-0.9,7.1
8.1,0.58,0.3,6.8
7.8,0.62,0.9,6.5
7.1,0.65,0.9,6.3
7,0.72,2.2,6.1
8.3,0.72,3.5,6.1
11.1,0.57,2.8,6.2
13.7,0.43,1.3,5.9
15.7,0.38,1.4,5.9
17.1,0.27,-2,5.5
18.7,0.24,-2.3,5.1
19.4,0.25,-1.1,4.1
19.6,0.19,-4.6,3.6
20.4,0.21,-2.6,2.8
20.4,0.17,-5.5,2.1
19.7,0.2,-3.9,1.9
17.8,0.21,-4.8,2.2
16,0.25,-4,2.3
14.5,0.27,-4.3,2.4
13.1,0.4,-0.2,3.1
12.3,0.5,2.1,3.4
11.7,0.58,3.6,3.4
11.2,0.61,3.9,3.6
10.9,0.65,4.5,3.2
10.7,0.66,4.5,2.8
10.5,0.66,4.4,2.3
9.7,0.69,4.2,2
9.1,0.72,4.3,1.8
9,0.75,4.7,1.2
10.1,0.72,5.2,1.2
12.3,0.66,6.1,1
14.6,0.6,6.9,0.5
16.6,0.49,5.8,0.3
19.4,0.36,3.9,-0.4
20.8,0.3,2.5,-1.2
22.5,0.24,0.9,-2.3
23.3,0.23,0.9,-3.3
23.4,0.19,-1.5,-3.6
22.5,0.23,0.3,-4.3
20.9,0.29,2.1,-4.6
19,0.35,3.1,-5
17.4,0.48,6.2,-4.6
15.5,0.59,7.5,-3.2
14.2,0.7,8.7,-2.6
13.5,0.77,9.5,-1.9
13.2,0.79,9.6,-1.8
12.7,0.82,9.6,-1.6
12.5,0.83,9.6,-1.1
12.2,0.85,9.7,-1.1
12,0.87,9.8,-1
11.5,0.88,9.5,-0.8
10.9,0.9,9.3,-0.4
10.4,0.9,8.8,0.1
11,0.9,9.4,0.4
13.5,0.8,10.1,0.5
16.3,0.63,9.2,0.7
18.4,0.54,8.9,0.9
21,0.42,7.5,0.9
23.3,0.35,6.9,0.4
24.5,0.21,0.7,-0.1
24.9,0.24,2.9,-0.3
24.6,0.18,-1.3,-0.7
24.2,0.18,-1.6,-1.1
24,0.14,-5.1,-1.4
23,0.17,-3.3,-1.5
20.9,0.22,-1.6,-1.3
19.3,0.25,-1.2,-1.2
18.2,0.31,0.7,-0.5
17.5,0.35,1.8,-0.1
16.5,0.39,2.4,0.1
16.2,0.42,3.2,0.5
16.4,0.42,3.4,0.6
16.8,0.43,4.1,0.2
16.7,0.45,4.6,0
16.1,0.48,5,0
16,0.53,6.4,-0.3
16.3,0.55,7.2,-0.4
15.7,0.61,8.1,-0.4
19.1,0.53,9.2,-0.4
21.1,0.51,10.5,-0.3
22.6,0.48,11,0.1
24.2,0.47,12.1,0.3
25.1,0.46,12.6,-0.3
26.4,0.44,13.1,-0.7
27,0.44,13.6,-1
27.4,0.42,13.3,-1.1
26.7,0.42,12.7,-0.9
24.6,0.51,13.7,-0.6
23.2,0.54,13.3,-0.5
21.4,0.6,13.3,0
19.9,0.63,12.6,0.7
19,0.66,12.4,1.5
18,0.69,12.2,2.3
17.1,0.73,12.2,3.1
15.9,0.79,12.2,4
15.5,0.8,12,4.6
14.8,0.83,11.9,4.8
14.5,0.86,12.1,4.9
14,0.88,12,5.3
13.3,0.9,11.6,6.2
13,0.93,11.8,7.6
13.3,0.92,12,8.3
15.3,0.85,12.7,8.7
17.5,0.74,12.8,8.9
20.8,0.54,11.1,8.9
23.3,0.46,11,8.8
24.9,0.39,9.9,8.4
25.4,0.34,8.3,8
26.5,0.27,5.9,7.6
27.6,0.26,6.3,6.9
28.1,0.2,3,6.6
27.9,0.2,2.8,6.7
27,0.22,3.4,7
25.1,0.26,4.2,7.4
22.3,0.35,6,8.4
21.4,0.45,8.9,9.9
20.4,0.51,9.9,10.7
18.9,0.56,9.9,11.8
17.6,0.58,9.2,12
17,0.58,8.6,11.9
15.4,0.66,9,11.5
14.4,0.71,9.2,12
13.5,0.75,9.1,12.9
12.5,0.76,8.3,13.4
12.1,0.77,8.1,13.9
13,0.76,8.8,14.4
15.7,0.59,7.6,14.9
19,0.42,5.7,15.1
20.3,0.4,6.2,15
22,0.38,7,15
23.4,0.35,7,14.6
25.3,0.34,8.2,14
25.8,0.31,7.3,13.1
26.7,0.29,7.1,12.3
27,0.26,5.8,11.7
27.3,0.27,6.6,11.6
26.1,0.31,7.6,11.6
24.4,0.33,7,11.8
22.8,0.35,6.5,12.4
21.6,0.39,7,13.2
19.7,0.45,7.4,13.7
18.6,0.49,7.6,13.7
16.9,0.56,8,13.9
16,0.62,8.7,14
15.1,0.66,8.7,14.1
14.3,0.7,8.8,14.2
13.5,0.74,8.9,14.4
12.5,0.78,8.7,14.1
11.8,0.81,8.6,14.5
13,0.8,9.6,14.9
16.2,0.6,8.4,15.1
18.7,0.51,8.3,14.9
22,0.43,8.8,14.5
24.8,0.37,9.1,14.2
26.3,0.25,4.6,13.4
27.8,0.2,2.7,12.6
28.6,0.22,4.7,11.6
29.1,0.2,3.8,10.9
29.6,0.19,3.5,10.3
29.4,0.18,2.5,9.9
28.3,0.22,4.5,9.8
25.8,0.25,4.2,9.9
23.1,0.44,10.1,10.7
21.6,0.51,11,11.8
20.7,0.56,11.5,12.6
19.4,0.6,11.4,12.5
18.5,0.65,11.7,12.7
17.8,0.65,11.1,12.1
17,0.7,11.4,11.4
15.9,0.75,11.4,10.9
15.1,0.79,11.4,10.6
14.4,0.82,11.3,10.2
14.2,0.83,11.3,10.4
15.1,0.81,11.8,10.7
17.6,0.73,12.6,10.9
21,0.61,13.1,10.5
22.8,0.5,11.8,9.6
24.7,0.44,11.6,8.9
26,0.38,10.5,7.7
27.4,0.34,10.1,6.8
27.9,0.33,10.1,5.9
27.2,0.33,9.5,5.5
27.2,0.33,9.5,5.1
25.8,0.39,10.7,5.2
24.5,0.49,13,5.4
23.3,0.5,12.2,5.9
22.2,0.53,12.1,6.4
21.9,0.56,12.7,6.4
21.3,0.56,12.1,8
20.8,0.57,11.9,8.1
20.3,0.62,12.7,7.8
19.7,0.64,12.6,7.5
19.1,0.66,12.5,7.3
18.6,0.68,12.5,7.3
18.5,0.69,12.6,7.5
18.1,0.7,12.5,7.6
17.9,0.74,13.1,7.4
18.6,0.72,13.4,7.4
20.2,0.64,13.1,7.2
22.1,0.52,11.7,6.9
23.6,0.47,11.6,6.3
25.4,0.42,11.5,5.3
27,0.42,12.9,4.7
27.4,0.41,12.9,4.5
27.7,0.42,13.6,4.3
26.9,0.46,14.2,3.9
26.1,0.53,15.7,3.2
24.9,0.54,14.9,3.3
23.2,0.61,15.2,3.7
20.8,0.77,16.6,4.4
19.6,0.82,16.4,4.8
19.1,0.82,15.9,6
18.5,0.81,15.1,6.1
18.6,0.78,14.6,6.6
18.6,0.75,14,6.7
17.7,0.7,12.1,6.9
15.8,0.52,5.9,7.6
14,0.62,6.8,8.4
12.8,0.49,2.3,8.1
11.7,0.48,1,7.9
10.9,0.49,0.5,8.5
12.1,0.55,3.3,9
13.9,0.47,2.7,9.3
15.8,0.35,0.3,9.3
18.1,0.26,-1.7,9.3
19.7,0.26,-0.3,9.1
20.8,0.23,-1.1,8.9
21.4,0.23,-0.6,8.3
22.9,0.14,-6,7.7
22.6,0.13,-7.2,7.1
21.8,0.14,-6.9,6.7
20.5,0.16,-6.2,7.3
19.3,0.23,-2.3,7.6
17.4,0.3,-0.3,7.5
16.2,0.34,0.2,8
15.1,0.44,2.9,9
14.2,0.55,5.2,9.4
13.4,0.66,7.1,9.3
13.1,0.67,7.1,9
12.8,0.69,7.2,8.5
12.7,0.7,7.3,8.1
12.4,0.71,7.2,7.8
12.1,0.68,6.3,8
12,0.68,6.2,7.9
12,0.68,6.2,7.7
12.6,0.65,6.1,7.7
14.4,0.61,6.9,7.4
17,0.58,8.6,7.1
18.7,0.57,9.9,7.1
21,0.51,10.4,6.9
22.2,0.52,11.8,6.3
23.6,0.46,11.2,5.5
25,0.28,5.2,5.2
25.6,0.2,0.9,4.6
25,0.19,-0.2,4.3
24.2,0.16,-3.2,4.3
23.2,0.16,-4,4.8
20.9,0.19,-3.6,5.1
19.2,0.24,-1.8,5.9
17.9,0.25,-2.4,6.4
16.5,0.52,6.5,7.1
15.4,0.52,5.5,7
14.4,0.56,5.7,7.4
14.1,0.73,9.3,7.5
13.8,0.76,9.6,7.7
13.5,0.78,9.7,7.3
13.5,0.83,10.6,7
12.5,0.79,8.9,7.1
12.1,0.79,8.5,7.1
12.9,0.78,9.1,7.9
15.5,0.64,8.7,7.8
17.8,0.58,9.4,7.7
20.3,0.52,10.1,7.4
21.6,0.45,9.1,7.3
22.4,0.44,9.5,6.8
22.7,0.43,9.4,6.6
22.4,0.41,8.4,6.5
22.6,0.43,9.3,5.7
22.5,0.42,8.9,5.3
22.1,0.37,6.7,5.1
21.4,0.37,6,4.9
20.3,0.33,3.4,5.2
19.3,0.27,-0.1,5.7
18.8,0.26,-1.1,6
18.2,0.29,-0.1,6.5
17.4,0.42,4.3,6.2
16.8,0.38,2.3,5.7
16.4,0.47,5,5.6
16.2,0.48,5.1,5.7
16.2,0.42,3.2,5.7
16.5,0.4,2.8,5.6
16,0.4,2.3,6
14.2,0.59,6.2,6.9
12.7,0.83,9.8,7.3
12.2,0.88,10.2,7.1
13,0.91,11.5,6.7
13.7,0.82,10.6,5.9
15.5,0.82,12.4,4.6
18.8,0.65,12,3.2
18.9,0.63,11.6,2.3
20.2,0.59,11.9,1
19.4,0.62,11.9,-0.1
17.7,0.68,11.7,-0.9
15.5,0.87,13.3,-0.1
15.4,0.87,13.2,0
14.8,0.91,13.3,-0.2
14.5,0.92,13.2,0.2
14.2,0.96,13.5,0.2
14.3,0.95,13.5,0.4
14.3,0.96,13.6,0.1
14.4,0.96,13.7,-0.1
14.1,0.96,13.4,-0.5
13.9,0.97,13.4,-0.9
14,0.96,13.3,-0.8
14,0.97,13.5,-0.6
14.1,0.97,13.6,-0.5
14.3,0.97,13.8,-0.1
14.5,0.97,14,0.4
14.6,0.97,14.1,0.9
14.9,0.97,14.4,1.2
16.2,0.93,15,1.5
16.1,0.88,14.1,2.3
17.4,0.81,14,2.3
18.1,0.77,13.9,2.2
18.4,0.79,14.6,2.1
18.3,0.78,14.3,2
17.9,0.78,14,2.3
17.7,0.75,13.2,3.1
17.4,0.74,12.7,3.4
16.3,0.77,12.2,3.7
15.1,0.79,11.4,4.2
14.5,0.8,11,5.1
14,0.83,11.1,5.5
13.9,0.86,11.5,5.9
13.9,0.86,11.5,6
13.8,0.87,11.6,5.3
13.6,0.89,11.8,4.6
13.5,0.94,12.5,4.2
13,0.97,12.5,3.9
12.8,0.97,12.3,3.4
12.8,0.97,12.3,3.5
13.4,0.97,12.9,3.6
14.3,0.95,13.5,3.9
15.4,0.91,13.9,3.8
16.9,0.86,14.5,4.1
19,0.77,14.8,4.2
21.1,0.72,15.8,4.4
22.4,0.69,16.4,4.2
23.4,0.65,16.4,3.8
24.8,0.61,16.7,3.6
25.9,0.53,15.5,3.3
25.5,0.54,15.5,3.2
24.6,0.54,14.6,3.3
23.5,0.55,13.9,3.5
21.7,0.62,14,3.8
20.5,0.68,14.3,4
18.9,0.77,14.7,4.2
17.8,0.83,14.8,3.9
17.1,0.86,14.7,4
16.5,0.88,14.4,3.1
15.9,0.91,14.4,3
16,0.89,14.1,2.9
16,0.88,14,2.6
16,0.87,13.8,2.5
16,0.88,14,2.4
19.2,0.89,17.3,2.3
19,0.76,14.6,2.4
19.9,0.77,15.7,2.2
21.5,0.76,17,2.6
22.7,0.73,17.6,2.5
23.7,0.62,15.9,2.4
23.8,0.6,15.5,1.9
23.4,0.68,17.1,1.3
23.5,0.7,17.7,0.6
23.3,0.67,16.8,0.4
22.5,0.71,16.9,0
22.1,0.73,17,0.2
21.4,0.75,16.7,0.3
20.6,0.75,16,0.6
20,0.79,16.2,0.3
19,0.76,14.6,0.1
18.3,0.85,15.7,0.4
17.4,0.89,15.5,0.5
17,0.88,14.9,0.6
16.5,0.88,14.4,0.2
15.9,0.88,13.9,0.3
14.9,0.93,13.7,0.1
14.2,0.94,13.2,-0.2
13.8,0.95,13,0.1
14.8,0.93,13.6,0.3
17.1,0.84,14.3,-0.2
19.5,0.73,14.5,-0.5
21.1,0.65,14.2,-1.2
22.8,0.62,15.1,-1.6
23.4,0.58,14.6,-1.7
23.8,0.56,14.4,-2.5
24.3,0.57,15.2,-3.3
25.1,0.54,15.1,-5.1
23.9,0.56,14.5,-5.1
18.6,0.79,14.8,-2.6
19.2,0.7,13.5,-1.8
18,0.69,12.2,-1.1
16.7,0.72,11.6,-0.3
15.9,0.76,11.6,0.4
14.9,0.88,12.9,1
14.4,0.88,12.4,1.9
13.8,0.89,12,2.2
13.2,0.89,11.4,2
12.6,0.9,10.9,2
12.3,0.9,10.7,1.9
12.2,0.9,10.6,2
12.1,0.9,10.5,2.2
12.2,0.9,10.6,2.1
13.1,0.86,10.8,2.7
14.3,0.78,10.5,2.4
16.3,0.67,10.1,2.3
18.9,0.51,8.5,2.5
19.9,0.49,8.8,2.4
21.1,0.4,6.9,2.2
21.8,0.28,2.4,1.9
22.4,0.26,1.9,1.6
22.5,0.26,2,1.7
22.5,0.24,0.9,1.6
21.5,0.27,1.6,2
20.6,0.31,2.8,2.3
18.2,0.35,2.4,3.1
16.6,0.4,2.9,4.3
15.3,0.44,3.1,4.9
14.6,0.48,3.6,5.2
13,0.66,6.7,5.1
12.3,0.7,6.9,5.1
12,0.71,6.8,5.3
11.9,0.72,7,5.2
11.8,0.76,7.6,4.9
11.6,0.79,8,4.6
11.5,0.8,8.1,4.8
11.4,0.81,8.2,5
12.6,0.76,8.4,5.5
14.2,0.7,8.7,5.9
16.6,0.61,9,5.8
17.8,0.55,8.6,5.9
20,0.46,8,5.5
21.4,0.39,6.8,4.9
22.1,0.34,5.4,4.2
22.7,0.36,6.8,3.6
22.5,0.37,7,3.2
22.6,0.41,8.6,2.9
21.4,0.44,8.6,3
20.7,0.46,8.6,3.2
19,0.54,9.4,3.4
17.3,0.61,9.6,4.1
16.1,0.66,9.7,5
14.5,0.74,9.9,5.5
13.5,0.81,10.2,5.8
13,0.83,10.1,6
12.6,0.86,10.3,5.7
12.3,0.86,10,5.5
11.9,0.89,10.1,5.3
11.7,0.9,10.1,5
11.6,0.91,10.1,4.9
11.8,0.9,10.2,4.9
12.6,0.88,10.6,4.9
13.9,0.82,10.8,4.7
15.4,0.74,10.7,4.5
17.8,0.67,11.5,4.4
19.9,0.56,10.8,3.9
21,0.52,10.7,3.5
21.7,0.51,11.1,2.9
21.9,0.46,9.7,2.3
21.7,0.48,10.2,1.6
20.9,0.52,10.6,1.2
20.6,0.55,11.2,0.9
20.8,0.54,11.1,0.6
19.8,0.56,10.7,0.8
18.6,0.58,10.1,1.4
17.2,0.65,10.5,2
16.2,0.67,10,2.4
15.6,0.69,9.9,2.5
14.9,0.72,9.8,2.6
13.7,0.78,9.9,2.5
13.2,0.79,9.6,2.5
12.1,0.86,9.8,2.5
11.4,0.88,9.4,2.8
10.7,0.9,9.1,3.2
10.6,0.91,9.1,3.4
11.9,0.86,9.6,3.9
14.2,0.75,9.8,4.3
17.2,0.64,10.3,4.3
19.2,0.56,10.2,4.2
21.4,0.52,11.1,4
22.9,0.46,10.6,3.5
24.5,0.42,10.7,3.1
25.1,0.37,9.3,2.6
25.5,0.36,9.3,2.1
25.1,0.37,9.3,2.1
25.8,0.34,8.7,2
25,0.37,9.2,2.1
23.2,0.39,8.4,2.7
20.7,0.47,8.9,3.7
19.3,0.51,8.8,4.7
18.5,0.57,9.8,5.6
17.8,0.67,11.5,5.9
16.6,0.71,11.3,6.1
15.4,0.75,10.9,6.5
14.3,0.78,10.5,6.7
13.4,0.82,10.3,6.9
12.9,0.85,10.4,7.4
12.3,0.88,10.3,8
12,0.89,10.2,8.4
13.5,0.83,10.6,8.8
15.9,0.72,10.8,9
18.7,0.56,9.7,9.3
21.3,0.46,9.2,9.4
23.4,0.44,10.4,9
25.5,0.44,12.3,8.6
26.6,0.4,11.8,8
27,0.36,10.6,7.3
27.2,0.39,12,7
27.5,0.37,11.5,6.5
25.9,0.45,13,6.5
25.7,0.41,11.4,6.6
24.4,0.44,11.3,7.1
22.8,0.44,9.9,7.4
21.4,0.47,9.6,8.1
20.2,0.5,9.4,9
19.1,0.58,10.6,9.3
18.2,0.62,10.7,9.4
16.5,0.69,10.7,9.4
16,0.68,10,9.6
15.2,0.71,9.9,9.6
14.2,0.75,9.8,9.5
13.5,0.81,10.2,9.6
13.1,0.82,10,10
14.8,0.78,10.9,10.2
17.5,0.66,11,10.2
20.3,0.54,10.6,10.1
22.7,0.46,10.4,9.9
25,0.39,10,9.3
27.2,0.33,9.5,8.7
27.9,0.3,8.7,8.2
29,0.31,10.1,7.8
29.5,0.3,10,7.1
29.5,0.31,10.5,6.7
28.3,0.3,9,6.6
27,0.27,6.3,7.3
24.7,0.32,6.8,7.8
22.7,0.35,6.4,8.4
21,0.39,6.5,9.4
19.7,0.38,4.9,9.6
18.8,0.46,6.9,10.2
17.5,0.49,6.6,10.3
16.4,0.53,6.7,9.7
15.2,0.6,7.4,9.5
14.1,0.63,7.1,9.5
13.5,0.65,7,9.5
12.8,0.7,7.4,9.3
12.7,0.71,7.5,9.3
14.6,0.7,9.1,9.5
17.2,0.54,7.7,9.7
19.7,0.47,8,9.5
23.1,0.36,7.2,9.2
24.7,0.33,7.3,8.8
25.8,0.29,6.4,8.4
26.9,0.29,7.3,7.4
27.7,0.28,7.5,6.4
28.4,0.24,5.8,6.2
28.2,0.27,7.4,5.8
27.2,0.28,7,5.8
26.1,0.34,9,6
23.7,0.4,9.2,6.5
21.7,0.42,8.2,7
21,0.43,7.9,7.2
20,0.5,9.2,7.8
19,0.56,10,7.8
18,0.6,10.1,7.7
17.7,0.6,9.8,7.7
17.2,0.63,10,7.6
16.4,0.67,10.2,7.8
15.6,0.72,10.5,8.1
14.9,0.74,10.2,8.3
14.3,0.77,10.3,8.2
15.4,0.73,10.5,8.5
17.7,0.66,11.2,8.9
20.6,0.56,11.5,8.8
23.3,0.43,10,8.5
24.9,0.41,10.7,7.8
26.7,0.36,10.3,7.4
27,0.37,11,6.7
26.6,0.36,10.2,6.2
27.2,0.35,10.3,5.7
28.7,0.33,10.8,4.9
27.8,0.38,12.1,4.7
26.3,0.4,11.6,4.8
24.4,0.41,10.2,5.1
23,0.45,10.4,6
21.5,0.51,10.9,6.7
20,0.6,11.9,7.5
19.4,0.61,11.6,7.5
18,0.68,11.9,7.7
16.9,0.71,11.5,7.7
15.9,0.78,12,7.6
15.2,0.82,12.1,8.1
14.5,0.8,11,7.9
13.7,0.84,11,8.1
13.3,0.84,10.6,8.2
14.9,0.74,10.2,8.2
18,0.65,11.3,8.1
20.7,0.62,13.1,8
23.5,0.5,12.4,7.4
24.9,0.42,11,6.9
26.3,0.36,10,6.1
27.7,0.32,9.4,5.6
28.6,0.31,9.8,5.2
28.7,0.29,8.8,4.8
28.7,0.24,6.1,4.2
28.6,0.28,8.2,3.5
27.7,0.34,10.4,3.4
26.1,0.36,9.8,3.8
24.4,0.37,8.7,4.1
22.2,0.46,10,5
21.1,0.53,11.1,5.9
19.8,0.59,11.5,5.7
19.1,0.64,12.1,5.7
18.1,0.69,12.3,5.7
17.4,0.72,12.2,4.9
16.3,0.76,12,4.9
16.2,0.79,12.5,4.6
15.4,0.81,12.1,4.4
15.2,0.83,12.3,4.2
16.2,0.8,12.7,4.4
18,0.73,13,4.6
20,0.67,13.6,4.3
22.5,0.6,14.3,4
24,0.53,13.8,3.8
24.8,0.5,13.6,3.3
25.6,0.49,14,2.8
26.4,0.46,13.8,2.5
25.1,0.49,13.6,2.1
25.4,0.48,13.5,1.7
24.9,0.51,14,1.5
24.5,0.55,14.8,1.2
23.8,0.58,15,1.4
22.9,0.58,14.1,1.4
22.2,0.57,13.2,1.7
21.6,0.63,14.2,1.7
21.1,0.61,13.2,1.8
20.7,0.63,13.3,1.6
19.9,0.69,14,1.3
19.5,0.69,13.6,1
18.4,0.85,15.8,0.8
17.3,0.95,16.4,1
17,0.94,16,0.8
17.1,0.95,16.2,0.9
17.3,0.96,16.6,1
18.1,0.95,17.2,1.2
18.8,0.93,17.6,1.2
19.2,0.91,17.6,1.2
20,0.88,17.9,1.2
22.6,0.73,17.5,0.7
23.8,0.66,17,0.2
25.8,0.59,17.1,-0.7
25.9,0.52,15.2,-1.1
26.3,0.47,14,-1.5
26.2,0.44,12.9,-1.6
25.6,0.52,15,-1.7
23.5,0.62,15.7,-1.1
21.4,0.69,15.4,-0.4
20.4,0.71,14.9,0.4
20,0.71,14.5,0.8
19,0.76,14.6,1
17.7,0.83,14.7,0.8
16.7,0.87,14.5,0.8
16.1,0.9,14.4,0.4
15.4,0.92,14.1,0.2
15.1,0.94,14.1,0.1
14.5,0.94,13.5,-0.2
14.2,0.95,13.4,0
15.8,0.91,14.3,-0.3
18,0.82,14.8,-0.6
21.1,0.68,14.9,-1
22.5,0.58,13.8,-1.5
24.2,0.46,11.8,-1.7
25.2,0.4,10.6,-2.8
26.4,0.32,8.3,-3.8
26.9,0.37,10.9,-4.3
26.5,0.42,12.5,-4.9
25,0.52,14.4,-5.1
25.2,0.44,12,-5.1
23.4,0.41,9.3,-4.5
20.7,0.32,3.3,-3.5
18.4,0.4,4.5,-2.6
17.1,0.5,6.5,-2.2
16.3,0.56,7.4,-1.5
15.6,0.57,7.1,-1.3
14.8,0.59,6.8,-1.4
14.1,0.6,6.4,-1.7
13.5,0.59,5.6,-1.8
12.8,0.61,5.4,-1.4
11.9,0.64,5.2,-1.3
11.7,0.68,5.9,-1.1
11.4,0.68,5.6,-0.7
13.2,0.59,5.3,-0.4
14.9,0.5,4.5,-0.1
16.7,0.44,4.3,0.2
18.3,0.41,4.8,0.1
19.2,0.4,5.2,0
21.1,0.37,5.8,0.4
21.2,0.34,4.6,0
21.9,0.32,4.4,-0.3
22.7,0.34,6,-0.4
22.4,0.35,6.1,-0.4
22.3,0.33,5.2,-0.3
21.8,0.36,6,-0.1
20,0.41,6.3,0.6
18.4,0.47,6.8,1.3
16.8,0.55,7.6,2.1
16.2,0.57,7.6,3.1
15.2,0.65,8.6,3.4
14.4,0.69,8.7,3.4
13.8,0.73,9,3.5
13.5,0.76,9.3,3.5
12.9,0.79,9.3,3.6
